Machine;Model_ID;Model_Name;Score;Execution_Date
Machine_01;Machine_01_Fault_01;ENGINE BREAK;10%;09-23-2016 00:28:03
Machine_01;Machine_01_Fault_02;JAM;40%;09-23-2016 00:31:36
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;48%;09-23-2016 00:17:53
Machine_02;Machine_02_Fault_03;ROTOR BREAK;86%;09-23-2016 00:24:56
Machine_02;Machine_02_Fault_04;HEAT PUMP;67%;09-23-2016 00:28:03
Machine_02;Machine_02_Fault_05;VACUUM;80%;09-23-2016 00:31:36
Machine_01;Machine_01_Fault_01;ENGINE BREAK;74%;09-23-2016 00:17:53
Machine_01;Machine_01_Fault_02;JAM;77%;09-23-2016 00:24:56
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;48%;09-23-2016 00:28:03
Machine_02;Machine_02_Fault_03;ROTOR BREAK;83%;09-23-2016 00:31:36
Machine_02;Machine_02_Fault_04;HEAT PUMP;93%;09-23-2016 00:17:53
Machine_02;Machine_02_Fault_05;VACUUM;83%;09-23-2016 00:24:56
Machine_01;Machine_01_Fault_01;ENGINE BREAK;58%;09-23-2016 00:28:03
Machine_01;Machine_01_Fault_02;JAM;9%;09-23-2016 00:31:36
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;18%;09-23-2016 00:25:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;81%;09-23-2016 00:34:04
Machine_02;Machine_02_Fault_04;HEAT PUMP;40%;09-23-2016 00:32:25
Machine_02;Machine_02_Fault_05;VACUUM;24%;09-23-2016 00:38:33
Machine_01;Machine_01_Fault_01;ENGINE BREAK;98%;09-23-2016 00:25:38
Machine_01;Machine_01_Fault_02;JAM;54%;09-23-2016 00:34:04
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;52%;09-23-2016 00:32:25
Machine_02;Machine_02_Fault_03;ROTOR BREAK;53%;09-23-2016 00:38:33
Machine_02;Machine_02_Fault_04;HEAT PUMP;7%;09-23-2016 00:25:38
Machine_02;Machine_02_Fault_05;VACUUM;92%;09-23-2016 00:34:04
Machine_01;Machine_01_Fault_01;ENGINE BREAK;14%;09-23-2016 00:32:25
Machine_01;Machine_01_Fault_02;JAM;54%;09-23-2016 00:38:33
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;72%;09-23-2016 00:25:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;11%;09-23-2016 00:34:04
Machine_02;Machine_02_Fault_04;HEAT PUMP;55%;09-23-2016 00:32:25
Machine_02;Machine_02_Fault_05;VACUUM;76%;09-23-2016 00:38:33
Machine_01;Machine_01_Fault_01;ENGINE BREAK;3%;09-23-2016 00:30:00
Machine_01;Machine_01_Fault_02;JAM;92%;09-23-2016 00:33:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;29%;09-23-2016 00:38:37
Machine_02;Machine_02_Fault_03;ROTOR BREAK;84%;09-23-2016 00:46:29
Machine_02;Machine_02_Fault_04;HEAT PUMP;31%;09-23-2016 00:30:00
Machine_02;Machine_02_Fault_05;VACUUM;53%;09-23-2016 00:33:51
Machine_01;Machine_01_Fault_01;ENGINE BREAK;43%;09-23-2016 00:38:37
Machine_01;Machine_01_Fault_02;JAM;20%;09-23-2016 00:46:29
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;12%;09-23-2016 00:30:00
Machine_02;Machine_02_Fault_03;ROTOR BREAK;61%;09-23-2016 00:33:51
Machine_02;Machine_02_Fault_04;HEAT PUMP;57%;09-23-2016 00:38:37
Machine_02;Machine_02_Fault_05;VACUUM;5%;09-23-2016 00:46:29
Machine_01;Machine_01_Fault_01;ENGINE BREAK;49%;09-23-2016 00:30:00
Machine_01;Machine_01_Fault_02;JAM;42%;09-23-2016 00:33:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;17%;09-23-2016 00:38:37
Machine_02;Machine_02_Fault_03;ROTOR BREAK;22%;09-23-2016 00:46:29
Machine_02;Machine_02_Fault_04;HEAT PUMP;93%;09-23-2016 00:35:07
Machine_02;Machine_02_Fault_05;VACUUM;69%;09-23-2016 00:40:40
Machine_01;Machine_01_Fault_01;ENGINE BREAK;24%;09-23-2016 00:48:58
Machine_01;Machine_01_Fault_02;JAM;74%;09-23-2016 01:07:23
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;60%;09-23-2016 00:35:07
Machine_02;Machine_02_Fault_03;ROTOR BREAK;42%;09-23-2016 00:40:40
Machine_02;Machine_02_Fault_04;HEAT PUMP;95%;09-23-2016 00:48:58
Machine_02;Machine_02_Fault_05;VACUUM;14%;09-23-2016 01:07:23
Machine_01;Machine_01_Fault_01;ENGINE BREAK;71%;09-23-2016 00:35:07
Machine_01;Machine_01_Fault_02;JAM;89%;09-23-2016 00:40:40
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;37%;09-23-2016 00:48:58
Machine_02;Machine_02_Fault_03;ROTOR BREAK;72%;09-23-2016 01:07:23
Machine_02;Machine_02_Fault_04;HEAT PUMP;33%;09-23-2016 00:35:07
Machine_02;Machine_02_Fault_05;VACUUM;29%;09-23-2016 00:40:40
Machine_01;Machine_01_Fault_01;ENGINE BREAK;47%;09-23-2016 00:48:58
Machine_01;Machine_01_Fault_02;JAM;98%;09-23-2016 01:07:23
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;27%;09-23-2016 00:46:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;37%;09-23-2016 00:48:51
Machine_02;Machine_02_Fault_04;HEAT PUMP;48%;09-23-2016 01:08:04
Machine_02;Machine_02_Fault_05;VACUUM;48%;09-23-2016 01:12:26
Machine_01;Machine_01_Fault_01;ENGINE BREAK;66%;09-23-2016 00:46:38
Machine_01;Machine_01_Fault_02;JAM;44%;09-23-2016 00:48:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;89%;09-23-2016 01:08:04
Machine_02;Machine_02_Fault_03;ROTOR BREAK;30%;09-23-2016 01:12:26
Machine_02;Machine_02_Fault_04;HEAT PUMP;69%;09-23-2016 00:46:38
Machine_02;Machine_02_Fault_05;VACUUM;64%;09-23-2016 00:48:51
Machine_01;Machine_01_Fault_01;ENGINE BREAK;26%;09-23-2016 01:08:04
Machine_01;Machine_01_Fault_02;JAM;24%;09-23-2016 01:12:26
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;85%;09-23-2016 00:46:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;90%;09-23-2016 00:48:51
Machine_02;Machine_02_Fault_04;HEAT PUMP;13%;09-23-2016 01:08:04
Machine_02;Machine_02_Fault_05;VACUUM;6%;09-23-2016 01:12:26
Machine_01;Machine_01_Fault_01;ENGINE BREAK;6%;09-23-2016 00:49:18
Machine_01;Machine_01_Fault_02;JAM;86%;09-23-2016 01:11:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;10%;09-23-2016 01:13:57
Machine_02;Machine_02_Fault_03;ROTOR BREAK;51%;09-23-2016 01:16:17
Machine_02;Machine_02_Fault_04;HEAT PUMP;44%;09-23-2016 00:49:18
Machine_02;Machine_02_Fault_05;VACUUM;83%;09-23-2016 01:11:51
Machine_01;Machine_01_Fault_01;ENGINE BREAK;13%;09-23-2016 01:13:57
Machine_01;Machine_01_Fault_02;JAM;10%;09-23-2016 01:16:17
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;83%;09-23-2016 00:49:18
Machine_02;Machine_02_Fault_03;ROTOR BREAK;45%;09-23-2016 01:11:51
Machine_02;Machine_02_Fault_04;HEAT PUMP;53%;09-23-2016 01:13:57
Machine_02;Machine_02_Fault_05;VACUUM;29%;09-23-2016 01:16:17
Machine_01;Machine_01_Fault_01;ENGINE BREAK;21%;09-23-2016 00:49:18
Machine_01;Machine_01_Fault_02;JAM;63%;09-23-2016 01:11:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;71%;09-23-2016 01:13:57
Machine_02;Machine_02_Fault_03;ROTOR BREAK;6%;09-23-2016 01:16:17
Machine_02;Machine_02_Fault_04;HEAT PUMP;74%;09-23-2016 01:12:03
Machine_02;Machine_02_Fault_05;VACUUM;88%;09-23-2016 01:17:16
Machine_01;Machine_01_Fault_01;ENGINE BREAK;72%;09-23-2016 01:16:49
Machine_01;Machine_01_Fault_02;JAM;16%;09-23-2016 01:01:39
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;36%;09-23-2016 01:12:03
Machine_02;Machine_02_Fault_03;ROTOR BREAK;2%;09-23-2016 01:17:16
Machine_02;Machine_02_Fault_04;HEAT PUMP;37%;09-23-2016 01:16:49
Machine_02;Machine_02_Fault_05;VACUUM;53%;09-23-2016 01:01:39
Machine_01;Machine_01_Fault_01;ENGINE BREAK;46%;09-23-2016 01:12:03
Machine_01;Machine_01_Fault_02;JAM;92%;09-23-2016 01:17:16
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;89%;09-23-2016 01:16:49
Machine_02;Machine_02_Fault_03;ROTOR BREAK;46%;09-23-2016 01:01:39
Machine_02;Machine_02_Fault_04;HEAT PUMP;40%;09-23-2016 01:12:03
Machine_02;Machine_02_Fault_05;VACUUM;59%;09-23-2016 01:17:16
Machine_01;Machine_01_Fault_01;ENGINE BREAK;96%;09-23-2016 01:16:49
Machine_01;Machine_01_Fault_02;JAM;66%;09-23-2016 01:01:39
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;87%;09-23-2016 01:15:49
Machine_02;Machine_02_Fault_03;ROTOR BREAK;12%;09-23-2016 01:17:12
Machine_02;Machine_02_Fault_04;HEAT PUMP;6%;09-23-2016 00:57:28
Machine_02;Machine_02_Fault_05;VACUUM;93%;09-23-2016 00:53:31
Machine_01;Machine_01_Fault_01;ENGINE BREAK;63%;09-23-2016 01:15:49
Machine_01;Machine_01_Fault_02;JAM;11%;09-23-2016 01:17:12
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;51%;09-23-2016 00:57:28
Machine_02;Machine_02_Fault_03;ROTOR BREAK;34%;09-23-2016 00:53:31
Machine_02;Machine_02_Fault_04;HEAT PUMP;92%;09-23-2016 01:15:49
Machine_02;Machine_02_Fault_05;VACUUM;58%;09-23-2016 01:17:12
Machine_01;Machine_01_Fault_01;ENGINE BREAK;8%;09-23-2016 00:57:28
Machine_01;Machine_01_Fault_02;JAM;48%;09-23-2016 00:53:31
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;4%;09-23-2016 01:15:49
Machine_02;Machine_02_Fault_03;ROTOR BREAK;91%;09-23-2016 01:17:12
Machine_02;Machine_02_Fault_04;HEAT PUMP;60%;09-23-2016 00:57:28
Machine_02;Machine_02_Fault_05;VACUUM;94%;09-23-2016 00:53:31
Machine_01;Machine_01_Fault_01;ENGINE BREAK;32%;09-23-2016 01:03:32
Machine_01;Machine_01_Fault_02;JAM;40%;09-23-2016 00:56:43
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;64%;09-23-2016 00:52:42
Machine_02;Machine_02_Fault_03;ROTOR BREAK;35%;09-23-2016 01:06:20
Machine_02;Machine_02_Fault_04;HEAT PUMP;59%;09-23-2016 01:03:32
Machine_02;Machine_02_Fault_05;VACUUM;61%;09-23-2016 00:56:43
Machine_01;Machine_01_Fault_01;ENGINE BREAK;18%;09-23-2016 00:52:42
Machine_01;Machine_01_Fault_02;JAM;22%;09-23-2016 01:06:20
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;76%;09-23-2016 01:03:32
Machine_02;Machine_02_Fault_03;ROTOR BREAK;50%;09-23-2016 00:56:43
Machine_02;Machine_02_Fault_04;HEAT PUMP;87%;09-23-2016 00:52:42
Machine_02;Machine_02_Fault_05;VACUUM;67%;09-23-2016 01:06:20
Machine_01;Machine_01_Fault_01;ENGINE BREAK;49%;09-23-2016 01:03:32
Machine_01;Machine_01_Fault_02;JAM;13%;09-23-2016 00:56:43
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;67%;09-23-2016 00:52:42
Machine_02;Machine_02_Fault_03;ROTOR BREAK;11%;09-23-2016 01:06:20
Machine_02;Machine_02_Fault_04;HEAT PUMP;8%;09-23-2016 01:20:08
Machine_02;Machine_02_Fault_05;VACUUM;40%;09-23-2016 00:51:25
Machine_01;Machine_01_Fault_01;ENGINE BREAK;15%;09-23-2016 01:06:52
Machine_01;Machine_01_Fault_02;JAM;45%;09-23-2016 01:22:09
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;51%;09-23-2016 01:20:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;70%;09-23-2016 00:51:25
Machine_02;Machine_02_Fault_04;HEAT PUMP;51%;09-23-2016 01:06:52
Machine_02;Machine_02_Fault_05;VACUUM;94%;09-23-2016 01:22:09
Machine_01;Machine_01_Fault_01;ENGINE BREAK;49%;09-23-2016 01:20:08
Machine_01;Machine_01_Fault_02;JAM;54%;09-23-2016 00:51:25
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;97%;09-23-2016 01:06:52
Machine_02;Machine_02_Fault_03;ROTOR BREAK;64%;09-23-2016 01:22:09
Machine_02;Machine_02_Fault_04;HEAT PUMP;67%;09-23-2016 01:20:08
Machine_02;Machine_02_Fault_05;VACUUM;76%;09-23-2016 00:51:25
Machine_01;Machine_01_Fault_01;ENGINE BREAK;22%;09-23-2016 01:06:52
Machine_01;Machine_01_Fault_02;JAM;71%;09-23-2016 01:22:09
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;27%;09-23-2016 01:04:05
Machine_02;Machine_02_Fault_03;ROTOR BREAK;49%;09-23-2016 01:20:22
Machine_02;Machine_02_Fault_04;HEAT PUMP;74%;09-23-2016 01:21:17
Machine_02;Machine_02_Fault_05;VACUUM;60%;09-23-2016 01:24:27
Machine_01;Machine_01_Fault_01;ENGINE BREAK;26%;09-23-2016 01:04:05
Machine_01;Machine_01_Fault_02;JAM;3%;09-23-2016 01:20:22
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;66%;09-23-2016 01:21:17
Machine_02;Machine_02_Fault_03;ROTOR BREAK;42%;09-23-2016 01:24:27
Machine_02;Machine_02_Fault_04;HEAT PUMP;81%;09-23-2016 01:04:05
Machine_02;Machine_02_Fault_05;VACUUM;27%;09-23-2016 01:20:22
Machine_01;Machine_01_Fault_01;ENGINE BREAK;1%;09-23-2016 01:21:17
Machine_01;Machine_01_Fault_02;JAM;20%;09-23-2016 01:24:27
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;42%;09-23-2016 01:04:05
Machine_02;Machine_02_Fault_03;ROTOR BREAK;43%;09-23-2016 01:20:22
Machine_02;Machine_02_Fault_04;HEAT PUMP;27%;09-23-2016 01:21:17
Machine_02;Machine_02_Fault_05;VACUUM;7%;09-23-2016 01:24:27
Machine_01;Machine_01_Fault_01;ENGINE BREAK;37%;09-23-2016 01:23:08
Machine_01;Machine_01_Fault_02;JAM;52%;09-23-2016 01:21:13
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;77%;09-23-2016 01:35:35
Machine_02;Machine_02_Fault_03;ROTOR BREAK;87%;09-23-2016 01:37:27
Machine_02;Machine_02_Fault_04;HEAT PUMP;47%;09-23-2016 01:23:08
Machine_02;Machine_02_Fault_05;VACUUM;11%;09-23-2016 01:21:13
Machine_01;Machine_01_Fault_01;ENGINE BREAK;53%;09-23-2016 01:35:35
Machine_01;Machine_01_Fault_02;JAM;44%;09-23-2016 01:37:27
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;71%;09-23-2016 01:23:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;77%;09-23-2016 01:21:13
Machine_02;Machine_02_Fault_04;HEAT PUMP;43%;09-23-2016 01:35:35
Machine_02;Machine_02_Fault_05;VACUUM;29%;09-23-2016 01:37:27
Machine_01;Machine_01_Fault_01;ENGINE BREAK;34%;09-23-2016 01:23:08
Machine_01;Machine_01_Fault_02;JAM;29%;09-23-2016 01:21:13
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;68%;09-23-2016 01:35:35
Machine_02;Machine_02_Fault_03;ROTOR BREAK;67%;09-23-2016 01:37:27
Machine_02;Machine_02_Fault_04;HEAT PUMP;65%;09-23-2016 01:23:48
Machine_02;Machine_02_Fault_05;VACUUM;20%;09-23-2016 01:36:24
Machine_01;Machine_01_Fault_01;ENGINE BREAK;49%;09-23-2016 01:37:45
Machine_01;Machine_01_Fault_02;JAM;69%;09-23-2016 01:41:23
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;42%;09-23-2016 01:23:48
Machine_02;Machine_02_Fault_03;ROTOR BREAK;20%;09-23-2016 01:36:24
Machine_02;Machine_02_Fault_04;HEAT PUMP;15%;09-23-2016 01:37:45
Machine_02;Machine_02_Fault_05;VACUUM;56%;09-23-2016 01:41:23
Machine_01;Machine_01_Fault_01;ENGINE BREAK;37%;09-23-2016 01:23:48
Machine_01;Machine_01_Fault_02;JAM;4%;09-23-2016 01:36:24
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;1%;09-23-2016 01:37:45
Machine_02;Machine_02_Fault_03;ROTOR BREAK;83%;09-23-2016 01:41:23
Machine_02;Machine_02_Fault_04;HEAT PUMP;71%;09-23-2016 01:23:48
Machine_02;Machine_02_Fault_05;VACUUM;80%;09-23-2016 01:36:24
Machine_01;Machine_01_Fault_01;ENGINE BREAK;53%;09-23-2016 01:37:45
Machine_01;Machine_01_Fault_02;JAM;16%;09-23-2016 01:41:23
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;15%;09-23-2016 01:36:46
Machine_02;Machine_02_Fault_03;ROTOR BREAK;34%;09-23-2016 01:38:57
Machine_02;Machine_02_Fault_04;HEAT PUMP;93%;09-23-2016 01:42:00
Machine_02;Machine_02_Fault_05;VACUUM;46%;09-23-2016 01:44:47
Machine_01;Machine_01_Fault_01;ENGINE BREAK;78%;09-23-2016 00:05:45
Machine_01;Machine_01_Fault_02;JAM;51%;09-23-2016 00:05:14
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;36%;09-23-2016 00:05:47
Machine_02;Machine_02_Fault_03;ROTOR BREAK;86%;09-23-2016 00:06:28
Machine_02;Machine_02_Fault_04;HEAT PUMP;70%;09-23-2016 00:07:17
Machine_02;Machine_02_Fault_05;VACUUM;31%;09-23-2016 00:07:30
Machine_01;Machine_01_Fault_01;ENGINE BREAK;48%;09-23-2016 00:09:23
Machine_01;Machine_01_Fault_02;JAM;3%;09-23-2016 00:10:37
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;11%;09-23-2016 00:09:42
Machine_02;Machine_02_Fault_03;ROTOR BREAK;79%;09-23-2016 00:14:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;12%;09-23-2016 00:17:53
Machine_02;Machine_02_Fault_05;VACUUM;84%;09-23-2016 00:18:58
Machine_01;Machine_01_Fault_01;ENGINE BREAK;86%;09-23-2016 00:18:54
Machine_01;Machine_01_Fault_02;JAM;39%;09-23-2016 00:24:54
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;88%;09-23-2016 00:22:44
Machine_02;Machine_02_Fault_03;ROTOR BREAK;78%;09-23-2016 00:25:54
Machine_02;Machine_02_Fault_04;HEAT PUMP;33%;09-23-2016 00:27:10
Machine_02;Machine_02_Fault_05;VACUUM;84%;09-23-2016 00:28:22
Machine_01;Machine_01_Fault_01;ENGINE BREAK;5%;09-23-2016 00:29:11
Machine_01;Machine_01_Fault_02;JAM;56%;09-23-2016 00:31:21
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;62%;09-23-2016 00:31:58
Machine_02;Machine_02_Fault_03;ROTOR BREAK;64%;09-23-2016 00:33:00
Machine_02;Machine_02_Fault_04;HEAT PUMP;64%;09-23-2016 00:49:10
Machine_02;Machine_02_Fault_05;VACUUM;23%;09-23-2016 00:35:17
Machine_01;Machine_01_Fault_01;ENGINE BREAK;1%;09-23-2016 00:38:32
Machine_01;Machine_01_Fault_02;JAM;14%;09-23-2016 00:38:52
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;60%;09-23-2016 00:45:04
Machine_02;Machine_02_Fault_03;ROTOR BREAK;53%;09-23-2016 00:46:00
Machine_02;Machine_02_Fault_04;HEAT PUMP;7%;09-23-2016 00:46:52
Machine_02;Machine_02_Fault_05;VACUUM;70%;09-23-2016 00:49:04
Machine_01;Machine_01_Fault_01;ENGINE BREAK;72%;09-23-2016 00:48:46
Machine_01;Machine_01_Fault_02;JAM;56%;09-23-2016 00:50:09
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;40%;09-23-2016 01:08:03
Machine_02;Machine_02_Fault_03;ROTOR BREAK;70%;09-23-2016 01:08:37
Machine_02;Machine_02_Fault_04;HEAT PUMP;31%;09-23-2016 01:10:10
Machine_02;Machine_02_Fault_05;VACUUM;12%;09-23-2016 01:12:10
Machine_01;Machine_01_Fault_01;ENGINE BREAK;68%;09-23-2016 01:12:47
Machine_01;Machine_01_Fault_02;JAM;76%;09-23-2016 01:14:49
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;80%;09-23-2016 01:15:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;31%;09-23-2016 01:16:02
Machine_02;Machine_02_Fault_04;HEAT PUMP;95%;09-23-2016 01:16:27
Machine_02;Machine_02_Fault_05;VACUUM;23%;09-23-2016 01:16:55
Machine_01;Machine_01_Fault_01;ENGINE BREAK;20%;09-23-2016 01:07:58
Machine_01;Machine_01_Fault_02;JAM;10%;09-23-2016 01:03:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;91%;09-23-2016 01:00:56
Machine_02;Machine_02_Fault_03;ROTOR BREAK;35%;09-23-2016 00:56:52
Machine_02;Machine_02_Fault_04;HEAT PUMP;72%;09-23-2016 00:56:24
Machine_02;Machine_02_Fault_05;VACUUM;60%;09-23-2016 00:53:44
Machine_01;Machine_01_Fault_01;ENGINE BREAK;31%;09-23-2016 00:52:59
Machine_01;Machine_01_Fault_02;JAM;32%;09-23-2016 00:52:03
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;33%;09-23-2016 00:50:59
Machine_02;Machine_02_Fault_03;ROTOR BREAK;16%;09-23-2016 01:04:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;44%;09-23-2016 01:06:26
Machine_02;Machine_02_Fault_05;VACUUM;84%;09-23-2016 01:07:12
Machine_01;Machine_01_Fault_01;ENGINE BREAK;24%;09-23-2016 01:20:08
Machine_01;Machine_01_Fault_02;JAM;65%;09-23-2016 01:23:16
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;86%;09-23-2016 01:22:23
Machine_02;Machine_02_Fault_03;ROTOR BREAK;81%;09-23-2016 01:22:43
Machine_02;Machine_02_Fault_04;HEAT PUMP;86%;09-23-2016 01:21:41
Machine_02;Machine_02_Fault_05;VACUUM;33%;09-23-2016 01:24:20
Machine_01;Machine_01_Fault_01;ENGINE BREAK;5%;09-23-2016 01:46:21
Machine_01;Machine_01_Fault_02;JAM;11%;09-23-2016 01:35:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;63%;09-23-2016 01:36:36
Machine_02;Machine_02_Fault_03;ROTOR BREAK;11%;09-23-2016 01:37:00
Machine_02;Machine_02_Fault_04;HEAT PUMP;67%;09-23-2016 01:37:36
Machine_02;Machine_02_Fault_05;VACUUM;1%;09-23-2016 01:38:09
Machine_01;Machine_01_Fault_01;ENGINE BREAK;5%;09-23-2016 01:39:15
Machine_01;Machine_01_Fault_02;JAM;72%;09-23-2016 01:40:22
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;63%;09-23-2016 01:41:36
Machine_02;Machine_02_Fault_03;ROTOR BREAK;74%;09-23-2016 01:42:36
Machine_02;Machine_02_Fault_04;HEAT PUMP;81%;09-23-2016 01:43:50
Machine_02;Machine_02_Fault_05;VACUUM;61%;09-23-2016 01:44:22
Machine_01;Machine_01_Fault_01;ENGINE BREAK;59%;09-23-2016 01:44:56
Machine_01;Machine_01_Fault_02;JAM;5%;09-23-2016 01:45:37
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;33%;09-23-2016 01:46:25
Machine_02;Machine_02_Fault_03;ROTOR BREAK;47%;09-23-2016 01:26:02
Machine_02;Machine_02_Fault_04;HEAT PUMP;57%;09-23-2016 01:27:28
Machine_02;Machine_02_Fault_05;VACUUM;84%;09-23-2016 01:28:17
Machine_01;Machine_01_Fault_01;ENGINE BREAK;28%;09-23-2016 01:29:23
Machine_01;Machine_01_Fault_02;JAM;70%;09-23-2016 01:30:18
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;93%;09-23-2016 01:31:33
Machine_02;Machine_02_Fault_03;ROTOR BREAK;73%;09-23-2016 01:32:17
Machine_02;Machine_02_Fault_04;HEAT PUMP;8%;09-23-2016 01:32:34
Machine_02;Machine_02_Fault_05;VACUUM;49%;09-23-2016 01:33:22
Machine_01;Machine_01_Fault_01;ENGINE BREAK;45%;09-23-2016 01:34:22
Machine_01;Machine_01_Fault_02;JAM;71%;09-23-2016 01:34:43
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;28%;09-23-2016 01:53:09
Machine_02;Machine_02_Fault_03;ROTOR BREAK;60%;09-23-2016 01:54:23
Machine_02;Machine_02_Fault_04;HEAT PUMP;16%;09-23-2016 01:57:30
Machine_02;Machine_02_Fault_05;VACUUM;1%;09-23-2016 01:58:03
Machine_01;Machine_01_Fault_01;ENGINE BREAK;55%;09-23-2016 02:11:43
Machine_01;Machine_01_Fault_02;JAM;48%;09-23-2016 02:03:29
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;46%;09-23-2016 02:02:48
Machine_02;Machine_02_Fault_03;ROTOR BREAK;90%;09-23-2016 02:02:29
Machine_02;Machine_02_Fault_04;HEAT PUMP;51%;09-23-2016 02:02:10
Machine_02;Machine_02_Fault_05;VACUUM;83%;09-23-2016 02:08:30
Machine_01;Machine_01_Fault_01;ENGINE BREAK;42%;09-23-2016 02:10:04
Machine_01;Machine_01_Fault_02;JAM;99%;09-23-2016 02:11:29
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;90%;09-23-2016 02:05:52
Machine_02;Machine_02_Fault_03;ROTOR BREAK;65%;09-23-2016 02:05:57
Machine_02;Machine_02_Fault_04;HEAT PUMP;60%;09-23-2016 00:05:45
Machine_02;Machine_02_Fault_05;VACUUM;100%;09-23-2016 00:05:14
Machine_01;Machine_01_Fault_01;ENGINE BREAK;37%;09-23-2016 00:05:47
Machine_01;Machine_01_Fault_02;JAM;17%;09-23-2016 00:06:28
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;98%;09-23-2016 00:07:17
Machine_02;Machine_02_Fault_03;ROTOR BREAK;84%;09-23-2016 00:07:30
Machine_02;Machine_02_Fault_04;HEAT PUMP;60%;09-23-2016 00:09:23
Machine_02;Machine_02_Fault_05;VACUUM;86%;09-23-2016 00:10:37
Machine_01;Machine_01_Fault_01;ENGINE BREAK;69%;09-23-2016 00:09:42
Machine_01;Machine_01_Fault_02;JAM;62%;09-23-2016 00:14:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;72%;09-23-2016 00:17:53
Machine_02;Machine_02_Fault_03;ROTOR BREAK;31%;09-23-2016 00:18:58
Machine_02;Machine_02_Fault_04;HEAT PUMP;95%;09-23-2016 00:18:54
Machine_02;Machine_02_Fault_05;VACUUM;18%;09-23-2016 00:24:54
